datetime,day_of_week,electricity_price,occupancy,Fridge,Heater,Fans,TV,Lights,Microwave,Washing Machine,Critical Load,Total Load
2013-10-05 05:00:00+00:00,5,3.0,1,0.132054913,2.487559867,0.0,0.0,0.077058852,0.0,0.0,2.696673632,2.696673632
2013-10-05 06:00:00+00:00,5,0.5,5,0.158258629,1.718137724,0.0,0.0,0.063555592,0.0,0.0,1.939951945,1.939951945
2013-10-05 07:00:00+00:00,5,0.5,4,0.154873744,1.764480847,0.0,0.0,0.0,0.0,0.546409987,1.919354591,2.465764579
2013-10-05 08:00:00+00:00,5,0.5,3,0.121038313,0.0,0.0,0.0,0.0,0.63701449,0.356311156,0.121038313,1.114363959
2013-10-05 09:00:00+00:00,5,0.5,4,0.145731057,0.0,0.0,0.0,0.0,0.0,0.0,0.145731057,0.145731057
2013-10-05 10:00:00+00:00,5,0.5,4,0.167153192,0.0,0.045201844,0.0,0.0,0.0,0.0,0.167153192,0.212355037
2013-10-05 11:00:00+00:00,5,3.0,2,0.149629737,0.0,0.041340241,0.0,0.0,0.0,0.0,0.149629737,0.190969978
2013-10-05 12:00:00+00:00,5,3.0,2,0.156454371,0.0,0.025183072,0.0,0.0,0.0,0.0,0.156454371,0.181637443
2013-10-05 13:00:00+00:00,5,3.0,2,0.147824797,0.0,0.062051352,0.0,0.0,0.0,0.0,0.147824797,0.209876149
2013-10-05 14:00:00+00:00,5,3.0,2,0.15448185,0.0,0.050377772,0.0,0.0,0.0,0.0,0.15448185,0.204859622
2013-10-05 15:00:00+00:00,5,3.0,2,0.150490203,0.0,0.064939949,0.0,0.0,0.0,0.0,0.150490203,0.215430152
2013-10-05 16:00:00+00:00,5,0.5,4,0.193063649,0.0,0.026979573,0.0,0.0,0.0,0.937960587,0.193063649,1.158003809
2013-10-05 17:00:00+00:00,5,0.5,3,0.133834034,0.0,0.024808345,0.0,0.0,0.0,0.0,0.133834034,0.158642379
2013-10-05 18:00:00+00:00,5,0.5,5,0.138012147,0.0,0.02722602,0.107519689,0.08683512,0.0,0.0,0.224847267,0.359592976
2013-10-05 19:00:00+00:00,5,0.5,4,0.187523417,1.550792664,0.064757575,0.03398834,0.116629175,1.170555554,0.0,1.854945256,3.124246725
2013-10-05 20:00:00+00:00,5,3.0,2,0.144355576,1.143432735,0.090616171,0.094273008,0.104756326,0.0,0.0,1.392544638,1.577433817
2013-10-05 21:00:00+00:00,5,3.0,2,0.150104874,2.023490297,0.036498036,0.131142497,0.058647591,1.143048206,0.0,2.232242762,3.542931501
2013-10-05 22:00:00+00:00,5,3.0,2,0.164232298,1.437678954,0.003976575,0.163883841,0.08664628,0.0,0.0,1.688557532,1.856417948
2013-10-05 23:00:00+00:00,5,3.0,2,0.135030269,2.589648592,0.0,0.103375924,0.121214958,1.902136337,0.0,2.84589382,4.851406081
2013-10-06 00:00:00+00:00,6,3.0,2,0.162907519,2.684315779,0.0,0.0,0.060701531,0.0,0.0,2.907924829,2.907924829
2013-10-06 01:00:00+00:00,6,3.0,2,0.163721029,2.529212243,0.0,0.0,0.04482521,0.0,0.0,2.737758483,2.737758483
2013-10-06 02:00:00+00:00,6,3.0,2,0.144611863,2.358771128,0.0,0.0,0.110047141,0.0,0.0,2.613430132,2.613430132
2013-10-06 03:00:00+00:00,6,3.0,1,0.151481896,1.14830878,0.0,0.0,0.078889046,0.0,0.08651158,1.378679722,1.465191302
2013-10-06 04:00:00+00:00,6,3.0,2,0.148217599,1.34776525,0.0,0.0,0.093393451,0.0,0.0,1.5893763,1.5893763
2013-10-06 05:00:00+00:00,6,3.0,1,0.157331965,1.530060107,0.0,0.0,0.069722662,0.776314591,0.0,1.757114733,2.533429325
2013-10-06 06:00:00+00:00,6,0.5,4,0.130285479,2.252023258,0.0,0.0,0.069394848,0.0,0.0,2.451703584,2.451703584
2013-10-06 07:00:00+00:00,6,0.5,5,0.134142543,1.94648482,0.0,0.0,0.0,0.0,0.0,2.080627363,2.080627363
2013-10-06 08:00:00+00:00,6,0.5,3,0.129295154,0.0,0.0,0.0,0.0,0.0,0.0,0.129295154,0.129295154
2013-10-06 09:00:00+00:00,6,0.5,4,0.13600549,0.0,0.0,0.0,0.0,1.285591964,0.47753439,0.13600549,1.899131844
2013-10-06 10:00:00+00:00,6,0.5,3,0.145580608,0.0,0.068425001,0.0,0.0,0.0,0.0,0.145580608,0.214005609
2013-10-06 11:00:00+00:00,6,3.0,2,0.165150154,0.0,0.041748449,0.0,0.0,0.0,0.0,0.165150154,0.206898603
2013-10-06 12:00:00+00:00,6,3.0,1,0.103961577,0.0,0.099349031,0.0,0.0,0.0,0.0,0.103961577,0.203310608
2013-10-06 13:00:00+00:00,6,3.0,2,0.145019279,0.0,0.067296709,0.0,0.0,0.0,0.0,0.145019279,0.212315988
2013-10-06 14:00:00+00:00,6,3.0,1,0.156225003,0.0,0.046162472,0.0,0.0,0.0,0.0,0.156225003,0.202387475
2013-10-06 15:00:00+00:00,6,3.0,1,0.130889191,0.0,0.027309478,0.0,0.0,0.0,0.0,0.130889191,0.158198669
2013-10-06 16:00:00+00:00,6,0.5,4,0.121554926,0.0,0.030602813,0.0,0.0,0.0,0.0,0.121554926,0.152157739
2013-10-06 17:00:00+00:00,6,0.5,3,0.12836904,0.0,0.100614249,0.0,0.0,0.0,0.0,0.12836904,0.228983289
2013-10-06 18:00:00+00:00,6,0.5,3,0.167632795,0.0,0.052321049,0.05693579,0.110462482,0.0,0.0,0.278095277,0.387352116
2013-10-06 19:00:00+00:00,6,0.5,3,0.160778201,1.562190873,0.008516008,0.146308877,0.118188333,0.0,0.220286485,1.841157407,2.216268778
2013-10-06 20:00:00+00:00,6,3.0,1,0.161259385,1.674678715,0.035386238,0.070380304,0.062720185,0.0,0.0,1.898658285,2.004424827
2013-10-06 21:00:00+00:00,6,3.0,1,0.150970433,1.584524942,0.058113705,0.097488095,0.075221039,0.836974535,0.0,1.810716413,2.803292748
2013-10-06 22:00:00+00:00,6,3.0,1,0.138464573,2.377695613,0.065027516,0.051122238,0.081986646,0.0,0.0,2.598146832,2.714296586
2013-10-06 23:00:00+00:00,6,3.0,1,0.165027742,1.668688121,0.0,0.128529933,0.064734817,0.0,0.0,1.89845068,2.026980613
2013-10-07 00:00:00+00:00,0,3.0,1,0.113902358,2.129861251,0.0,0.0,0.061913667,0.0,0.0,2.305677276,2.305677276
2013-10-07 01:00:00+00:00,0,3.0,1,0.148678404,1.3944919,0.0,0.0,0.066963278,0.0,0.0,1.610133582,1.610133582
2013-10-07 02:00:00+00:00,0,3.0,1,0.150947973,2.503146405,0.0,0.0,0.068462163,0.0,0.0,2.722556541,2.722556541
2013-10-07 03:00:00+00:00,0,3.0,2,0.160596084,2.72078431,0.0,0.0,0.03056711,0.0,0.340620949,2.911947504,3.252568453
2013-10-07 04:00:00+00:00,0,3.0,1,0.157422917,1.698007407,0.0,0.0,0.081731796,0.0,0.0,1.93716212,1.93716212
2013-10-07 05:00:00+00:00,0,3.0,2,0.146886455,2.168801331,0.0,0.0,0.071762461,0.0,0.0,2.387450247,2.387450247
2013-10-07 06:00:00+00:00,0,0.5,5,0.157889043,1.78950776,0.0,0.0,0.085795497,0.0,0.0,2.0331923,2.0331923
2013-10-07 07:00:00+00:00,0,0.5,5,0.191508016,2.600606961,0.0,0.0,0.0,0.0,0.0,2.792114977,2.792114977
2013-10-07 08:00:00+00:00,0,0.5,5,0.141838493,0.0,0.0,0.0,0.0,0.0,0.0,0.141838493,0.141838493
2013-10-07 09:00:00+00:00,0,0.5,3,0.150368368,0.0,0.0,0.0,0.0,0.0,0.0,0.150368368,0.150368368
2013-10-07 10:00:00+00:00,0,0.5,5,0.183528746,0.0,0.074882167,0.0,0.0,0.315545876,0.0,0.183528746,0.57395679
2013-10-07 11:00:00+00:00,0,3.0,1,0.120428275,0.0,0.084312621,0.0,0.0,0.0,0.0,0.120428275,0.204740896
2013-10-07 12:00:00+00:00,0,3.0,1,0.162655637,0.0,0.118120786,0.0,0.0,1.00504199,0.0,0.162655637,1.285818413
2013-10-07 13:00:00+00:00,0,3.0,1,0.158076411,0.0,0.074910074,0.0,0.0,0.0,0.0,0.158076411,0.232986486
2013-10-07 14:00:00+00:00,0,3.0,1,0.132878323,0.0,0.064369395,0.0,0.0,0.0,0.0,0.132878323,0.197247718
2013-10-07 15:00:00+00:00,0,3.0,2,0.156673242,0.0,0.041903752,0.0,0.0,0.0,0.0,0.156673242,0.198576994
2013-10-07 16:00:00+00:00,0,0.5,5,0.130424726,0.0,0.072709658,0.0,0.0,0.0,0.0,0.130424726,0.203134384
2013-10-07 17:00:00+00:00,0,0.5,4,0.131556694,0.0,0.062403047,0.0,0.0,0.0,0.0,0.131556694,0.193959741
2013-10-07 18:00:00+00:00,0,0.5,3,0.187535916,0.0,0.0,0.174802216,0.093087313,0.0,0.0,0.280623229,0.455425445
2013-10-07 19:00:00+00:00,0,0.5,5,0.148888307,3.22287599,0.053876635,0.10546974,0.094515332,0.0,0.341905109,3.466279629,3.967531113
2013-10-07 20:00:00+00:00,0,3.0,1,0.159429367,2.941012248,0.090362601,0.179659331,0.069775686,1.163908934,0.0,3.170217302,4.604148169
2013-10-07 21:00:00+00:00,0,3.0,2,0.165621465,2.027862456,0.082825746,0.015376769,0.110591006,0.0,0.0,2.304074928,2.402277442
2013-10-07 22:00:00+00:00,0,3.0,2,0.129757912,1.172571664,0.074695118,0.103665898,0.054200782,0.0,0.0,1.356530359,1.534891374
2013-10-07 23:00:00+00:00,0,3.0,2,0.124098425,1.870204324,0.0,0.024842852,0.075085139,0.0,0.0,2.069387888,2.09423074
2013-10-08 00:00:00+00:00,1,3.0,1,0.144545529,1.884532735,0.0,0.0,0.093924127,0.0,0.0,2.123002391,2.123002391
2013-10-08 01:00:00+00:00,1,3.0,2,0.144622226,1.446737046,0.0,0.0,0.131467196,0.0,0.0,1.722826468,1.722826468
2013-10-08 02:00:00+00:00,1,3.0,1,0.151184369,2.09904238,0.0,0.0,0.077112792,0.0,0.0,2.327339541,2.327339541
2013-10-08 03:00:00+00:00,1,3.0,1,0.149344935,1.728287614,0.0,0.0,0.065743084,0.0,0.0,1.943375633,1.943375633
2013-10-08 04:00:00+00:00,1,3.0,2,0.152128605,0.674515096,0.0,0.0,0.101830137,0.0,0.0,0.928473837,0.928473837
2013-10-08 05:00:00+00:00,1,3.0,2,0.143146248,1.814279567,0.0,0.0,0.051849766,0.0,0.0,2.009275581,2.009275581
2013-10-08 06:00:00+00:00,1,0.5,3,0.134443666,2.467839197,0.0,0.0,0.105431102,0.0,0.0,2.707713965,2.707713965
2013-10-08 07:00:00+00:00,1,0.5,5,0.164433441,1.435474114,0.0,0.0,0.0,0.0,0.0,1.599907556,1.599907556
2013-10-08 08:00:00+00:00,1,0.5,4,0.139509595,0.0,0.0,0.0,0.0,0.0,0.0,0.139509595,0.139509595
2013-10-08 09:00:00+00:00,1,0.5,5,0.159787491,0.0,0.0,0.0,0.0,0.0,0.0,0.159787491,0.159787491
2013-10-08 10:00:00+00:00,1,0.5,5,0.164219199,0.0,0.063327899,0.0,0.0,1.858558897,0.0,0.164219199,2.086105996
2013-10-08 11:00:00+00:00,1,3.0,1,0.129858213,0.0,0.067793038,0.0,0.0,0.0,0.0,0.129858213,0.19765125
2013-10-08 12:00:00+00:00,1,3.0,1,0.143809071,0.0,0.059783991,0.0,0.0,0.0,0.0,0.143809071,0.203593062
2013-10-08 13:00:00+00:00,1,3.0,1,0.124977728,0.0,0.034318309,0.0,0.0,0.0,0.0,0.124977728,0.159296038
2013-10-08 14:00:00+00:00,1,3.0,1,0.170980185,0.0,0.003301125,0.0,0.0,0.0,0.0,0.170980185,0.174281309
2013-10-08 15:00:00+00:00,1,3.0,2,0.162120199,0.0,0.0,0.0,0.0,0.0,0.839291274,0.162120199,1.001411473
2013-10-08 16:00:00+00:00,1,0.5,5,0.139101618,0.0,0.061974083,0.0,0.0,1.588729076,0.0,0.139101618,1.789804778
2013-10-08 17:00:00+00:00,1,0.5,3,0.149380835,0.0,0.039091634,0.0,0.0,0.0,0.0,0.149380835,0.188472469
2013-10-08 18:00:00+00:00,1,0.5,3,0.148861088,0.0,0.009554437,0.137163205,0.083417309,1.126406665,0.0,0.232278396,1.505402704
2013-10-08 19:00:00+00:00,1,0.5,4,0.139204806,1.610847637,0.055875358,0.051081361,0.088165055,0.0,0.0,1.838217499,1.945174218
2013-10-08 20:00:00+00:00,1,3.0,1,0.115948328,2.128014867,0.07948073,0.183273722,0.100287401,0.0,0.131825154,2.344250596,2.738830202
2013-10-08 21:00:00+00:00,1,3.0,1,0.124408461,1.687590711,0.050782732,0.125882951,0.065485124,0.0,0.0,1.877484296,2.054149978
2013-10-08 22:00:00+00:00,1,3.0,2,0.137769644,1.296669452,0.022303003,0.03241577,0.060482535,0.0,0.0,1.49492163,1.549640403
2013-10-08 23:00:00+00:00,1,3.0,1,0.171072836,2.24665895,0.0,0.109241806,0.062832844,0.0,0.0,2.480564631,2.589806437
2013-10-09 00:00:00+00:00,2,3.0,1,0.164006198,1.712181087,0.0,0.0,0.082440196,0.0,0.0,1.958627481,1.958627481
2013-10-09 01:00:00+00:00,2,3.0,1,0.172985467,1.648411787,0.0,0.0,0.07930023,0.0,0.0,1.900697484,1.900697484
2013-10-09 02:00:00+00:00,2,3.0,1,0.185416013,2.353875968,0.0,0.0,0.068750664,0.0,0.0,2.608042645,2.608042645
2013-10-09 03:00:00+00:00,2,3.0,1,0.162436199,1.21488764,0.0,0.0,0.065457256,1.100992546,0.0,1.442781096,2.543773642
2013-10-09 04:00:00+00:00,2,3.0,2,0.148511331,2.310336049,0.0,0.0,0.08355402,0.665862257,0.0,2.5424014,3.208263657
2013-10-09 05:00:00+00:00,2,3.0,2,0.161195809,2.540390363,0.0,0.0,0.096678443,0.0,0.0,2.798264615,2.798264615
2013-10-09 06:00:00+00:00,2,0.5,3,0.159183602,2.21480911,0.0,0.0,0.084153754,0.0,0.0,2.458146465,2.458146465
2013-10-09 07:00:00+00:00,2,0.5,5,0.128378869,2.526576427,0.0,0.0,0.0,1.651627775,0.0,2.654955296,4.306583071
2013-10-09 08:00:00+00:00,2,0.5,5,0.148391685,0.0,0.0,0.0,0.0,0.0,0.0,0.148391685,0.148391685
2013-10-09 09:00:00+00:00,2,0.5,5,0.151922416,0.0,0.0,0.0,0.0,0.0,0.0,0.151922416,0.151922416
2013-10-09 10:00:00+00:00,2,0.5,3,0.140754494,0.0,0.056664013,0.0,0.0,0.0,0.0,0.140754494,0.197418507
2013-10-09 11:00:00+00:00,2,3.0,2,0.140425028,0.0,0.044393851,0.0,0.0,0.0,0.0,0.140425028,0.184818878
2013-10-09 12:00:00+00:00,2,3.0,1,0.141205379,0.0,0.080955336,0.0,0.0,0.605775851,0.0,0.141205379,0.827936566
2013-10-09 13:00:00+00:00,2,3.0,2,0.15164568,0.0,0.081964411,0.0,0.0,1.68926838,0.0,0.15164568,1.922878471
2013-10-09 14:00:00+00:00,2,3.0,2,0.136331364,0.0,0.118966944,0.0,0.0,1.054864576,0.410899496,0.136331364,1.721062379
2013-10-09 15:00:00+00:00,2,3.0,2,0.17906769,0.0,0.097387164,0.0,0.0,0.0,0.0,0.17906769,0.276454854
2013-10-09 16:00:00+00:00,2,0.5,3,0.139542799,0.0,0.009666485,0.0,0.0,0.0,0.0,0.139542799,0.149209284
2013-10-09 17:00:00+00:00,2,0.5,5,0.131626961,0.0,0.048959453,0.0,0.0,0.0,0.0,0.131626961,0.180586414
2013-10-09 18:00:00+00:00,2,0.5,5,0.154684295,0.0,0.079529672,0.089300558,0.079010726,0.0,0.0,0.23369502,0.40252525
2013-10-09 19:00:00+00:00,2,0.5,3,0.16349639,2.083226104,0.064773538,0.114458432,0.129106003,0.0,0.0,2.375828497,2.555060467
2013-10-09 20:00:00+00:00,2,3.0,1,0.137537189,1.72226144,0.030878386,0.159450827,0.108410085,0.0,0.0,1.968208715,2.158537928
2013-10-09 21:00:00+00:00,2,3.0,1,0.138585074,1.723888478,0.068987955,0.110146151,0.049685118,0.0,0.0,1.91215867,2.091292775
2013-10-09 22:00:00+00:00,2,3.0,1,0.137744226,1.80614922,0.058575962,0.116722839,0.093170885,0.0,0.0,2.037064332,2.212363133
2013-10-09 23:00:00+00:00,2,3.0,2,0.190204091,1.310340386,0.0,0.063453498,0.079337461,0.0,0.0,1.579881937,1.643335435
2013-10-10 00:00:00+00:00,3,3.0,1,0.185891157,1.74119435,0.0,0.0,0.084475759,0.0,0.0,2.011561267,2.011561267
2013-10-10 01:00:00+00:00,3,3.0,2,0.132595535,1.755280279,0.0,0.0,0.100883218,0.0,0.0,1.988759031,1.988759031
2013-10-10 02:00:00+00:00,3,3.0,1,0.161678564,1.820353955,0.0,0.0,0.091813097,1.643481432,0.0,2.073845615,3.717327047
2013-10-10 03:00:00+00:00,3,3.0,1,0.166409644,2.253637016,0.0,0.0,0.101333494,0.0,0.0,2.521380153,2.521380153
2013-10-10 04:00:00+00:00,3,3.0,1,0.173385912,1.91644096,0.0,0.0,0.082934274,0.0,0.0,2.172761145,2.172761145
2013-10-10 05:00:00+00:00,3,3.0,2,0.157373466,1.803330594,0.0,0.0,0.080574896,0.0,0.0,2.041278956,2.041278956
2013-10-10 06:00:00+00:00,3,0.5,4,0.175569037,2.095549534,0.0,0.0,0.080928731,0.0,0.0,2.352047302,2.352047302
